stepsize:0
143	7.05995e-09	0.019654	0.000673
144	6.3213e-09	0.019775	0.000676
145	5.82161e-09	0.0199	0.000682
146	5.30806e-09	0.020022	0.000685
147	4.76596e-09	0.020143	0.000688
148	4.37803e-09	0.020265	0.000691
149	4.00133e-09	0.020386	0.000693
150	3.60232e-09	0.020508	0.000696
151	3.31006e-09	0.020629	0.000698
152	3.03089e-09	0.02075	0.000701
153	2.73733e-09	0.020871	0.000704
154	2.51544e-09	0.020993	0.000707
155	2.30586e-09	0.021114	0.00071
156	2.08508e-09	0.02124	0.000713
157	1.91546e-09	0.021362	0.000716
158	1.75643e-09	0.021484	0.000719
159	1.62348e-09	0.021606	0.000722
160	1.45578e-09	0.021731	0.000729
161	1.3343e-09	0.021852	0.000732
162	1.22126e-09	0.021974	0.000735
163	1.1274e-09	0.022095	0.000738
164	1.00242e-09	0.022221	0.000745
165	9.13046e-10	0.022342	0.000748
166	8.36103e-10	0.022464	0.000751
167	7.72593e-10	0.022586	0.000754
168	6.84501e-10	0.022711	0.000761
169	6.25599e-10	0.022833	0.000764
170	5.73326e-10	0.022954	0.000767
171	5.2924e-10	0.023075	0.00077
172	4.69079e-10	0.023201	0.000776
173	4.28512e-10	0.023325	0.000779
174	3.92197e-10	0.023458	0.000782
175	3.49354e-10	0.023581	0.000785
176	3.19352e-10	0.023703	0.000788
177	2.90906e-10	0.023824	0.000791
178	2.61094e-10	0.023946	0.000794
179	2.39651e-10	0.024067	0.000797
180	2.18991e-10	0.024189	0.0008
181	1.96896e-10	0.02431	0.000803
182	1.82277e-10	0.024432	0.000806
183	1.66463e-10	0.024554	0.000809
184	1.54786e-10	0.024675	0.000812
185	1.38302e-10	0.024799	0.000817
186	1.2783e-10	0.02492	0.00082
187	1.15853e-10	0.025042	0.000823
188	1.03047e-10	0.025167	0.000826
189	9.50067e-11	0.025289	0.000829
Communication times: 1662
